Centro,Direccion,Longitud,Latitud,Tipo,Id,Ciudad,Horario,institucion
HPA Comipaz#32#2,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#32#2,"Córdoba, Argentina",NULL,CS 032 - Yapeyu
HPA Cura Brochero#68#3,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#68#3,"Córdoba, Argentina",NULL,CS 068 - Carcano
HPA Comipaz#47#3,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#47#3,"Córdoba, Argentina",NULL,CS 047 - Coronel Olmedo
HPA San Jorge#35#3,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#35#3,"Córdoba, Argentina",NULL,CS 035 - Villa Revol
HPA Comipaz#56#2,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#56#2,"Córdoba, Argentina",NULL,CS 056 - Empalme
HPA Madre Teresa de Calcuta#97#4,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#97#4,"Córdoba, Argentina",NULL,CS 097 - Cabildo
Hospital San Roque Viejo#55#5,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#55#5,"Córdoba, Argentina",NULL,CS 055 - Las Palmas
HPA Madre Teresa de Calcuta#95#3,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#95#3,"Córdoba, Argentina",NULL,CS 095 - Camino 60 Cuadras
HPA Comipaz#78#1,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#78#1,"Córdoba, Argentina",NULL,CS 078 - Parque Liceo ll Seccion
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#45#4",Av. Vélez Sarsfield 2221,-64.1951751708984,-31.4394969940186,Hospital Provincial Cordoba,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#45#4","Córdoba, Argentina",NULL,CS 045 - Cabo Farina
Hospital San Roque Viejo#05#2,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#05#2,"Córdoba, Argentina",NULL,CS 005 - Yofre Norte
Hospital San Roque Viejo#93#5,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#93#5,"Córdoba, Argentina",NULL,CS 093 - Villa la Tela
HPA Comipaz#96#3,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#96#3,"Córdoba, Argentina",NULL,CS 096 - Jose Ignacio Diaz 1 Seccion
HPA Madre Teresa de Calcuta#64#3,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#64#3,"Córdoba, Argentina",NULL,CS 064 - Ona Biallet
HPA San Jorge#76#5,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#76#5,"Córdoba, Argentina",NULL,CS 076 - Villa Union
HPA San Jorge#01#1,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#01#1,"Córdoba, Argentina",NULL,CS 001 - General Mosconi
Hospital San Roque Viejo#22#5,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#22#5,"Córdoba, Argentina",NULL,CS 022 - Alberdi Sud
HPA San Jorge#22#5,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#22#5,"Córdoba, Argentina",NULL,CS 022 - Alberdi Sud
HPA San Jorge#77#5,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#77#5,"Córdoba, Argentina",NULL,CS 077 - Don Bosco
HPA Madre Teresa de Calcuta#71#3,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#71#3,"Córdoba, Argentina",NULL,CS 071 - Coop. el Arco
Hospital San Roque Viejo#25#1,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#25#1,"Córdoba, Argentina",NULL,CS 025 - San Martin
HPA Madre Teresa de Calcuta#75#3,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#75#3,"Córdoba, Argentina",NULL,CS 075 - Cerveceros
HPA San Jorge#18#1,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#18#1,"Córdoba, Argentina",NULL,CS 018 - San Jorge
HPA San Jorge,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge,"Córdoba, Argentina",NULL,CS 032 - Yapeyu
HPA San Jorge#62#6,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#62#6,"Córdoba, Argentina",NULL,CS 062 - Villa Cornu
HPA Cura Brochero#73#4,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#73#4,"Córdoba, Argentina",NULL,CS 073 - Parque Futura
HPA San Jorge#67#6,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#67#6,"Córdoba, Argentina",NULL,CS 067 - 16 de Noviembre
HPA Cura Brochero#93#5,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#93#5,"Córdoba, Argentina",NULL,CS 093 - Villa la Tela
HPA San Jorge#25#1,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#25#1,"Córdoba, Argentina",NULL,CS 025 - San Martin
HPA Madre Teresa de Calcuta#18#1,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#18#1,"Córdoba, Argentina",NULL,CS 018 - San Jorge
HPA Comipaz#49#6,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#49#6,"Córdoba, Argentina",NULL,CS 049 - Colinas del Cerro
HPA San Jorge#00#4,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#00#4,"Córdoba, Argentina",NULL,CS 100 - Heroes de Malvinas Vicor
HPA San Jorge#87#5,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#87#5,"Córdoba, Argentina",NULL,CS 087 - Sachi
HPA San Jorge#03#2,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#03#2,"Córdoba, Argentina",NULL,CS 003 - Los Pinos
HPA Comipaz#70#5,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#70#5,"Córdoba, Argentina",NULL,CS 070 - Estacion Flores
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#50#5",Av. Vélez Sarsfield 2221,-64.1951751708984,-31.4394969940186,Hospital Provincial Cordoba,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#50#5","Córdoba, Argentina",NULL,CS 050 - Villa Adela
HPA Cura Brochero#08#2,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#08#2,"Córdoba, Argentina",NULL,CS 008 - Acosta
Hospital San Roque Viejo#32#2,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#32#2,"Córdoba, Argentina",NULL,CS 032 - Yapeyu
Hospital San Roque Viejo#48#1,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#48#1,"Córdoba, Argentina",NULL,CS 048 - Villa Azalais Este
Hospital Tránsito Cáceres de Allende#03#2,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#03#2,"Córdoba, Argentina",NULL,CS 003 - Los Pinos
HPA Madre Teresa de Calcuta#26#5,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#26#5,"Córdoba, Argentina",NULL,CS 026 - Santa Ana
HPA San Jorge#80#2,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#80#2,"Córdoba, Argentina",NULL,CS 080 - Renacimiento
HPA Comipaz#84#2,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#84#2,"Córdoba, Argentina",NULL,CS 084 - Bajo Grande
HPA Comipaz#93#5,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#93#5,"Córdoba, Argentina",NULL,CS 093 - Villa la Tela
HPA San Jorge#88#2,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#88#2,"Córdoba, Argentina",NULL,CS 088 - Villa la Merced
HPA Madre Teresa de Calcuta#32#2,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#32#2,"Córdoba, Argentina",NULL,CS 032 - Yapeyu
HPA San Jorge#89#4,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#89#4,"Córdoba, Argentina",NULL,CS 089 - Villa Rivadavia
Iglesia Nuestra Señora del Trabajo,Rio Negro 5450,-64.2234586020257,-31.4759636225817,Centro Comunitario,Iglesia Nuestra Señora del Trabajo,"Córdoba, Argentina",NULL,CS 046 - Santa Isabel
Hospital San Roque Viejo#59#4,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#59#4,"Córdoba, Argentina",NULL,CS 059 - Congreso
Hospital San Roque Viejo#66#6,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#66#6,"Córdoba, Argentina",NULL,CS 066 - Mercantil Anexo
OSCAR SOTO LOPEZ Bº LOS SAUCES,Los Caldenes 5320,-64.0981521606445,-31.4619750976563,Escuela municipal,OSCAR SOTO LOPEZ Bº LOS SAUCES,"Córdoba, Argentina",NULL,CS 002 - Los Sauces
HPA Cura Brochero#22#5,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#22#5,"Córdoba, Argentina",NULL,CS 022 - Alberdi Sud
Hospital San Roque Viejo#79#4,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#79#4,"Córdoba, Argentina",NULL,CS 079 - Albert Sabin
Hospital Tránsito Cáceres de Allende#11#3,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#11#3,"Córdoba, Argentina",NULL,CS 011 - Crisol Sur
Jardín Maternal Municipal Clemente,Rafael Bielsa N°3200,-64.1975173950195,-31.4475402832031,Jardines Municipales,Jardín Maternal Municipal Clemente,"Córdoba, Argentina",NULL,CS 040 - Las Flores
HPA Comipaz#94#1,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#94#1,"Córdoba, Argentina",NULL,CS 094 - Parque Liceo III Seccion
Hospital San Roque Viejo#83#5,Rosario de Sta. Fe 374,-64.179084777832,-31.4176006317139,Hospital Provincial Cordoba,Hospital San Roque Viejo#83#5,"Córdoba, Argentina",NULL,CS 083 - Ameghino Norte
HPA Cura Brochero#34#6,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#34#6,"Córdoba, Argentina",NULL,CS 034 - Villa 9 de Julio
Hospital Tránsito Cáceres de Allende#19#1,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#19#1,"Córdoba, Argentina",NULL,CS 019 - Sargento Cabral
Parque Educativo Sureste,"Nazario Benavídez y Francisco Uzal, B° Avellaneda",-64.1034927368164,-31.4626064300537,Parque educativo,Parque Educativo Sureste,"Córdoba, Argentina",NULL,CS 012 - Ferreyra
HPA Madre Teresa de Calcuta#51#1,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#51#1,"Córdoba, Argentina",NULL,CS 051 - Guinazu
Jardín Maternal Municipal Cusi Huahuitas,Jerónimo de Helgueras N°5740,-64.1426162719727,-31.4792995452881,Jardines Municipales,Jardín Maternal Municipal Cusi Huahuitas,"Córdoba, Argentina",NULL,CS 047 - Coronel Olmedo
HPA San Jorge#51#1,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#51#1,"Córdoba, Argentina",NULL,CS 051 - Guinazu
HPA Comipaz#90#3,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#90#3,"Córdoba, Argentina",NULL,CS 090 - Ituzaingo Anexo
HPA San Jorge#42#4,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#42#4,"Córdoba, Argentina",NULL,CS 042 - Comercial
Hospital Tránsito Cáceres de Allende#04#1,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#04#1,"Córdoba, Argentina",NULL,CS 004 - Nueva Italia
HPA Madre Teresa de Calcuta#56#2,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#56#2,"Córdoba, Argentina",NULL,CS 056 - Empalme
HPA Madre Teresa de Calcuta#69#2,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#69#2,"Córdoba, Argentina",NULL,CS 069 - Gral Arenales
HPA Cura Brochero#42#4,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#42#4,"Córdoba, Argentina",NULL,CS 042 - Comercial
HPA San Jorge#69#2,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#69#2,"Córdoba, Argentina",NULL,CS 069 - Gral Arenales
Hospital Tránsito Cáceres de Allende#28#5,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#28#5,"Córdoba, Argentina",NULL,CS 028 - Las Violetas
HPA San Jorge#93#5,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#93#5,"Córdoba, Argentina",NULL,CS 093 - Villa la Tela
HPA San Jorge#97#4,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#97#4,"Córdoba, Argentina",NULL,CS 097 - Cabildo
Hospital Tránsito Cáceres de Allende#41#4,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#41#4,"Córdoba, Argentina",NULL,CS 041 - Villa el Libertador
Jardín Maternal Arco Iris,Icho Cruz N°453,-64.2112731933594,-31.4812412261963,Jardines Municipales,Jardín Maternal Arco Iris,"Córdoba, Argentina",NULL,CS 042 - Comercial
HPA Cura Brochero#12#3,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#12#3,"Córdoba, Argentina",NULL,CS 012 - Ferreyra
HPA Cura Brochero#13#1,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#13#1,"Córdoba, Argentina",NULL,CS 013 - Hipolito Yrigoyen
HPA Madre Teresa de Calcuta#80#2,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#80#2,"Córdoba, Argentina",NULL,CS 080 - Renacimiento
HPA Cura Brochero#38#3,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#38#3,"Córdoba, Argentina",NULL,CS 038 - Urquiza
Jardín Maternal Municipal Capullitos,Cauque y Tabacue,-64.2673034667969,-31.3161087036133,Jardines Municipales,Jardín Maternal Municipal Capullitos,"Córdoba, Argentina",NULL,CS 062 - Villa Cornu
Polideportivo Social de Caceres,Santiago Caceres Esquina Los Cocos,-64.1982879638672,-31.4341106414795,Polideportivo,Polideportivo Social de Caceres,"Córdoba, Argentina",NULL,CS 044 - Bella Vista
Polideportivo Social de Jose I. Diaz,Alfonso Butori 4001,-64.1351470947266,-31.4440860748291,Polideportivo,Polideportivo Social de Jose I. Diaz,"Córdoba, Argentina",NULL,CS 095 - Camino 60 Cuadras
HPA Comipaz#91#2,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#91#2,"Córdoba, Argentina",NULL,CS 091 - Villa Bustos
HPA San Jorge#47#3,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#47#3,"Córdoba, Argentina",NULL,CS 047 - Coronel Olmedo
HPA Cura Brochero#51#1,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#51#1,"Córdoba, Argentina",NULL,CS 051 - Guinazu
HPA San Jorge#71#3,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#71#3,"Córdoba, Argentina",NULL,CS 071 - Coop. el Arco
Jardín Maternal Municipal Ignacio Garzón,Entre Ríos N° 665.,-64.1321640014648,-31.4042987823486,Jardines Municipales,Jardín Maternal Municipal Ignacio Garzón,"Córdoba, Argentina",NULL,CS 032 - Yapeyu
Hospital Tránsito Cáceres de Allende#33#6,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#33#6,"Córdoba, Argentina",NULL,CS 033 - Arguello
Jardín Maternal Municipal Jeromito,Pasaje Fotheringham 605,-64.1950988769531,-31.4215316772461,Jardines Municipales,Jardín Maternal Municipal Jeromito,"Córdoba, Argentina",NULL,CS 043 - Guemes
HPA San Jorge#10#2,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#10#2,"Córdoba, Argentina",NULL,CS 010 - Colonia Lola
HPA San Jorge#54#6,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#54#6,"Córdoba, Argentina",NULL,CS 054 - Los Boulevares
Hospital Tránsito Cáceres de Allende#76#5,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#76#5,"Córdoba, Argentina",NULL,CS 076 - Villa Union
HPA Comipaz#92#6,Av. del Trabajo 830,-64.16458146,-31.39362591,Hospital de Pronta Atención,HPA Comipaz#92#6,"Córdoba, Argentina",NULL,CS 092 - Los Cortaderos
Jardín Maternal Municipal Dr. Juan Félix Cafferata,Coronel J.P Pringles N°1440,-64.171760559082,-31.4007053375244,Jardines Municipales,Jardín Maternal Municipal Dr. Juan Félix Cafferata,"Córdoba, Argentina",NULL,CS 007 - Pueyrredon
HPA Cura Brochero,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero,"Córdoba, Argentina",NULL,CS 033 - Arguello
HPA San Jorge#91#2,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#91#2,"Córdoba, Argentina",NULL,CS 091 - Villa Bustos
HPA San Jorge#95#3,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#95#3,"Córdoba, Argentina",NULL,CS 095 - Camino 60 Cuadras
HPA San Jorge#98#2,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#98#2,"Córdoba, Argentina",NULL,CS 098 - Mercado de Abasto
HPA San Jorge#17#1,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#17#1,"Córdoba, Argentina",NULL,CS 017 - Villa Azalais Oeste
HPA Cura Brochero#05#2,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#05#2,"Córdoba, Argentina",NULL,CS 005 - Yofre Norte
Hospital Tránsito Cáceres de Allende#73#4,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#73#4,"Córdoba, Argentina",NULL,CS 073 - Parque Futura
Hospital Tránsito Cáceres de Allende#81#3,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#81#3,"Córdoba, Argentina",NULL,CS 081 - San Lorenzo
Jardín Maternal Municipal Rayito de Sol,Gaona 1365,-64.232292175293,-31.4224052429199,Jardines Municipales,Jardín Maternal Municipal Rayito de Sol,"Córdoba, Argentina",NULL,CS 026 - Santa Ana
Jardín Maternal Casita del Hornero,Rancagua N° 2864,-64.1476593017578,-31.3769931793213,Jardines Municipales,Jardín Maternal Casita del Hornero,"Córdoba, Argentina",NULL,CS 048 - Villa Azalais Este
Jardín Maternal Petete,Lartigau Lespada N°2980 (Esquina Vicente Barbieri),-64.2118225097656,-31.3623332977295,Jardines Municipales,Jardín Maternal Petete,"Córdoba, Argentina",NULL,CS 020 - Las Margaritas
HPA Cura Brochero#47#3,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#47#3,"Córdoba, Argentina",NULL,CS 047 - Coronel Olmedo
HPA Cura Brochero#86#4,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#86#4,"Córdoba, Argentina",NULL,CS 086 - Villa el Libertador Anexo
Jardín Maternal “Sueño de Colores”,Fray Bracco N°1020,-64.1457672119141,-31.4241561889648,Jardines Municipales,Jardín Maternal “Sueño de Colores”,"Córdoba, Argentina",NULL,CS 008 - Acosta
Hospital Tránsito Cáceres de Allende#94#1,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#94#1,"Córdoba, Argentina",NULL,CS 094 - Parque Liceo III Seccion
PUEYRREDON,RINCÓN ESQ. ARMENIA,-64.1547088623047,-31.4034481048584,CPC,PUEYRREDON,"Córdoba, Argentina",NULL,CS 007 - Pueyrredon
HPA San Jorge#19#1,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#19#1,"Córdoba, Argentina",NULL,CS 019 - Sargento Cabral
HPA San Jorge#31#6,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#31#6,"Córdoba, Argentina",NULL,CS 031 - La Salle
MI DULCE NIDITO,AV VUCETICH 7788,-64.0800342,-31.4650764,Sala Cuna,MI DULCE NIDITO,"Córdoba, Argentina",NULL,CS 090 - Ituzaingo Anexo
Hospital Tránsito Cáceres de Allende#83#5,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#83#5,"Córdoba, Argentina",NULL,CS 083 - Ameghino Norte
Jardín Maternal El Principito,Marcos Infante N° 550,-64.1820068359375,-31.3672199249268,Jardines Municipales,Jardín Maternal El Principito,"Córdoba, Argentina",NULL,CS 013 - Hipolito Yrigoyen
RINCONCITO MÁGICO,TRES ARROYOS N° 2784,-64.154993,-31.4431126,Sala Cuna,RINCONCITO MÁGICO,"Córdoba, Argentina",NULL,CS 027 - Pilar
HPA Cura Brochero#58#2,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#58#2,"Córdoba, Argentina",NULL,CS 058 - Maldonado
LA ABEJITA PICARONA,MANZANA 4 LOTE 3,-64.2315328,-31.3924018,Sala Cuna,LA ABEJITA PICARONA,"Córdoba, Argentina",NULL,CS 029 - Villa Siburu
Hospital Tránsito Cáceres de Allende#99#5,Buchardo 1250,-64.1697540283203,-31.4053211212158,Hospital Provincial Cordoba,Hospital Tránsito Cáceres de Allende#99#5,"Córdoba, Argentina",NULL,CS 099 - Los Robles
HPA San Jorge#33#6,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#33#6,"Córdoba, Argentina",NULL,CS 033 - Arguello
Jardín Maternal Municipal Bichito de Luz,María R. Valle N°264,-64.1796569824219,-31.3372898101807,Jardines Municipales,Jardín Maternal Municipal Bichito de Luz,"Córdoba, Argentina",NULL,CS 015 - Remedios de Escalada
LA CASITA DE MARTA,RECONQUISTA 200,-64.2071668,-31.474638,Sala Cuna,LA CASITA DE MARTA,"Córdoba, Argentina",NULL,CS 042 - Comercial
LOS PIMPOLLOS,JUAN DE URDINOLA,-64.142889,-31.45075,Sala Cuna,LOS PIMPOLLOS,"Córdoba, Argentina",NULL,CS 095 - Camino 60 Cuadras
LUNITA AZUL,ARELLANO N°995,-64.1891972,-31.3947805,Sala Cuna,LUNITA AZUL,"Córdoba, Argentina",NULL,CS 025 - San Martin
HPA Madre Teresa de Calcuta#06#6,Av. Fuerza Aerea Argentina 5085,-64.252843,-31.433377,Hospital de Pronta Atención,HPA Madre Teresa de Calcuta#06#6,"Córdoba, Argentina",NULL,CS 006 - Villa Rivera Indarte
HPA San Jorge#43#4,Int. Ramon B. Mestre 5580,-64.14940402,-31.41802081,Hospital de Pronta Atención,HPA San Jorge#43#4,"Córdoba, Argentina",NULL,CS 043 - Guemes
Salón Comunitario de Cortaderos,Bv de Los Polacos 7500,-64.2313967087839,-31.3317424969318,Centro Comunitario,Salón Comunitario de Cortaderos,"Córdoba, Argentina",NULL,CS 092 - Los Cortaderos
HPA Cura Brochero#65#5,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#65#5,"Córdoba, Argentina",NULL,CS 065 - San Roque
Jardín Maternal Municipal Ayuda Mutua,Marcelo T. de Alvear 1234,-64.1961288452148,-31.4279308319092,Jardines Municipales,Jardín Maternal Municipal Ayuda Mutua,"Córdoba, Argentina",NULL,CS 044 - Bella Vista
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#03#2",Av. Vélez Sarsfield 2221,-64.1951751708984,-31.4394969940186,Hospital Provincial Cordoba,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#03#2","Córdoba, Argentina",NULL,CS 003 - Los Pinos
HPA Cura Brochero#19#1,Av. Ricardo Rojas 6950,-64.25271,-31.33957,Hospital de Pronta Atención,HPA Cura Brochero#19#1,"Córdoba, Argentina",NULL,CS 019 - Sargento Cabral
